pattern_type,entity_1,entity_2,relation,detail,split
cross_case_link,P-0039,P-0168,money_mule_link,A-0046>A-0208,test
cross_case_link,P-0284,P-0199,money_mule_link,A-0349>A-0247,train
cross_case_link,P-0231,P-0194,money_mule_link,A-0288>A-0242,train
cross_case_link,CASE-009,CASE-032,money_mule_link,CHAIN-0126:A-0360>A-0306>A-0307,train
cross_case_link,P-0034,P-0122,money_mule_link,CHAIN-0172:A-0041>A-0095>A-0360>A-0148,train
cross_case_link,P-0372,P-0392,shared_burner_phone,PH-0372,train
cross_case_link,P-0379,P-0339,money_mule_link,A-0466>A-0418,train
cross_case_link,P-0047,P-0088,shared_burner_phone,PH-0047,train
cross_case_link,CASE-042,CASE-012,money_mule_link,CHAIN-0130:A-0084>A-0457>A-0192>A-0001,train
cross_case_link,P-0249,P-0180,money_mule_link,A-0308>A-0223,train
cross_case_link,P-0091,P-0070,money_mule_link,A-0110>A-0084,train
cross_case_link,P-0063,P-0380,money_mule_link,A-0075>A-0467,train
cross_case_link,P-0323,P-0076,money_mule_link,CHAIN-0036:A-0396>A-0109>A-0091,train
cross_case_link,P-0343,P-0303,money_mule_link,A-0424>A-0373,test
cross_case_link,P-0211,P-0173,money_mule_link,CHAIN-0059:A-0262>A-0199>A-0467>A-0214,test
cross_case_link,P-0373,P-0202,money_mule_link,A-0460>A-0253,train
cross_case_link,P-0207,P-0321,money_mule_link,A-0258>A-0394,train
cross_case_link,P-0011,P-0010,shared_burner_phone,PH-0011,train
identity_resolution,P-0179,P-0309,same_individual_alias,PH-0179,train
cross_case_link,P-0276,P-0014,money_mule_link,CHAIN-0046:A-0340>A-0121>A-0005>A-0311>A-0018,train
cross_case_link,P-0381,P-0195,money_mule_link,CHAIN-0118:A-0468>A-0466>A-0130>A-0243,train
cross_case_link,CASE-039,CASE-011,money_mule_link,CHAIN-0080:A-0311>A-0424>A-0467>A-0370,train
cross_case_link,P-0090,P-0149,money_mule_link,A-0109>A-0186,train
cross_case_link,P-0018,P-0072,money_mule_link,A-0022>A-0086,train
cross_case_link,P-0394,P-0022,money_mule_link,A-0483>A-0027,train
cross_case_link,P-0264,P-0346,shared_burner_phone,PH-0264,train
identity_resolution,P-0044,P-0320,same_individual_alias,PH-0044,train
identity_resolution,P-0259,P-0380,same_individual_alias,PH-0259,train
cross_case_link,P-0049,P-0009,money_mule_link,A-0057>A-0010,train
cross_case_link,P-0333,P-0098,money_mule_link,A-0409>A-0118,train
cross_case_link,CASE-023,CASE-008,money_mule_link,CHAIN-0198:A-0100>A-0240>A-0416>A-0238>A-0459,train
cross_case_link,P-0095,P-0134,money_mule_link,A-0114>A-0166,train
cross_case_link,P-0341,P-0055,money_mule_link,A-0421>A-0065,test
cross_case_link,P-0149,P-0260,money_mule_link,CHAIN-0051:A-0186>A-0172>A-0323,train
cross_case_link,P-0335,P-0248,money_mule_link,A-0412>A-0307,train
cross_case_link,P-0001,P-0251,money_mule_link,A-0001>A-0311,train
identity_resolution,P-0071,P-0340,same_individual_alias,PH-0071,test
cross_case_link,P-0148,P-0376,money_mule_link,A-0185>A-0463,train
cross_case_link,P-0333,P-0293,money_mule_link,CHAIN-0160:A-0409>A-0303>A-0360,train
cross_case_link,P-0283,P-0247,money_mule_link,A-0348>A-0306,train
cross_case_link,P-0336,P-0378,money_mule_link,CHAIN-0070:A-0413>A-0387>A-0465,train
cross_case_link,CASE-055,CASE-022,money_mule_link,CHAIN-0022:A-0441>A-0288>A-0242,train
cross_case_link,P-0279,P-0022,money_mule_link,A-0344>A-0027,train
identity_resolution,P-0070,P-0371,same_individual_alias,PH-0070,train
identity_resolution,P-0073,P-0332,same_individual_alias,PH-0073,train
cross_case_link,CASE-032,CASE-047,money_mule_link,CHAIN-0139:A-0452>A-0378>A-0419,test
cross_case_link,P-0047,P-0095,money_mule_link,A-0055>A-0114,test
cross_case_link,P-0052,P-0352,money_mule_link,CHAIN-0079:A-0061>A-0301>A-0347>A-0433,train
identity_resolution,P-0371,P-0372,same_individual_alias,PH-0070,train
cross_case_link,P-0131,P-0246,shared_burner_phone,PH-0131,train
cross_case_link,CASE-021,CASE-032,money_mule_link,CHAIN-0041:A-0322>A-0047>A-0230>A-0412>A-0307,train
cross_case_link,CASE-031,CASE-018,money_mule_link,CHAIN-0163:A-0067>A-0343>A-0410>A-0289,train
identity_resolution,P-0288,P-0379,same_individual_alias,PH-0288,train
identity_resolution,P-0295,P-0341,same_individual_alias,PH-0295,train
cross_case_link,P-0001,P-0079,money_mule_link,A-0001>A-0095,train
cross_case_link,P-0007,P-0052,money_mule_link,A-0008>A-0061,train
cross_case_link,P-0140,P-0003,money_mule_link,A-0174>A-0004,train
identity_resolution,P-0123,P-0324,same_individual_alias,PH-0123,train
cross_case_link,P-0365,P-0379,money_mule_link,A-0452>A-0466,train
cross_case_link,P-0100,P-0387,money_mule_link,CHAIN-0105:A-0121>A-0371>A-0399>A-0387>A-0476,train
cross_case_link,P-0008,P-0215,money_mule_link,CHAIN-0042:A-0009>A-0104>A-0074>A-0268,train
identity_resolution,P-0228,P-0390,same_individual_alias,PH-0228,train
cross_case_link,P-0179,P-0368,money_mule_link,A-0222>A-0455,train
cross_case_link,P-0121,P-0280,money_mule_link,A-0147>A-0345,train
cross_case_link,P-0239,P-0237,money_mule_link,CHAIN-0013:A-0297>A-0269>A-0263>A-0294,test
cross_case_link,CASE-007,CASE-059,money_mule_link,CHAIN-0107:A-0480>A-0144>A-0134,train
cross_case_link,P-0013,P-0093,money_mule_link,CHAIN-0193:A-0016>A-0197>A-0008>A-0135>A-0112,train
cross_case_link,P-0296,P-0380,money_mule_link,A-0364>A-0467,train
cross_case_link,CASE-011,CASE-058,money_mule_link,CHAIN-0035:A-0006>A-0297>A-0023>A-0228,train
cross_case_link,P-0376,P-0002,money_mule_link,A-0463>A-0002,test
cross_case_link,P-0146,P-0285,money_mule_link,A-0182>A-0350,train
identity_resolution,P-0181,P-0312,same_individual_alias,PH-0181,train
identity_resolution,P-0322,P-0323,same_individual_alias,PH-0061,train
cross_case_link,P-0322,P-0100,money_mule_link,A-0395>A-0121,train
cross_case_link,P-0302,P-0154,money_mule_link,A-0371>A-0192,train
cross_case_link,CASE-037,CASE-051,money_mule_link,CHAIN-0192:A-0027>A-0247>A-0066,train
cross_case_link,P-0005,P-0184,money_mule_link,CHAIN-0035:A-0006>A-0297>A-0023>A-0228,train
cross_case_link,P-0252,P-0386,money_mule_link,A-0313>A-0475,train
cross_case_link,P-0227,P-0021,money_mule_link,A-0282>A-0026,train
cross_case_link,CASE-045,CASE-053,money_mule_link,CHAIN-0048:A-0300>A-0094>A-0308>A-0115,train
cross_case_link,P-0379,P-0107,money_mule_link,A-0466>A-0130,train
cross_case_link,P-0320,P-0240,money_mule_link,A-0393>A-0298,test
cross_case_link,P-0382,P-0394,money_mule_link,CHAIN-0164:A-0469>A-0430>A-0354>A-0483,train
cross_case_link,P-0030,P-0299,money_mule_link,CHAIN-0025:A-0036>A-0345>A-0441>A-0068>A-0368,train
cross_case_link,CASE-057,CASE-008,money_mule_link,CHAIN-0104:A-0304>A-0072>A-0282,test
cross_case_link,P-0085,P-0338,money_mule_link,CHAIN-0078:A-0101>A-0293>A-0001>A-0416,train
cross_case_link,P-0387,P-0083,money_mule_link,A-0476>A-0099,train
identity_resolution,P-0388,P-0389,same_individual_alias,PH-0228,train
cross_case_link,P-0232,P-0079,money_mule_link,A-0289>A-0095,test
cross_case_link,P-0379,P-0161,money_mule_link,A-0466>A-0200,train
identity_resolution,P-0197,P-0344,same_individual_alias,PH-0197,train
cross_case_link,CASE-032,CASE-051,money_mule_link,CHAIN-0027:A-0432>A-0465>A-0012>A-0348>A-0306,test
cross_case_link,P-0100,P-0128,money_mule_link,A-0121>A-0156,train
cross_case_link,P-0071,P-0119,money_mule_link,CHAIN-0030:A-0085>A-0330>A-0144,train
identity_resolution,P-0301,P-0302,same_individual_alias,PH-0161,train
cross_case_link,P-0365,P-0216,money_mule_link,CHAIN-0089:A-0452>A-0384>A-0293>A-0371>A-0269,train
cross_case_link,P-0289,P-0355,money_mule_link,CHAIN-0196:A-0354>A-0305>A-0039>A-0462>A-0437,test
cross_case_link,P-0309,P-0373,money_mule_link,A-0380>A-0460,test
cross_case_link,P-0061,P-0369,money_mule_link,CHAIN-0061:A-0073>A-0278>A-0189>A-0456,train
cross_case_link,P-0007,P-0111,money_mule_link,A-0008>A-0135,train
cross_case_link,P-0102,P-0167,shared_burner_phone,PH-0102,train
cross_case_link,P-0158,P-0082,money_mule_link,CHAIN-0180:A-0196>A-0397>A-0098,train
cross_case_link,P-0180,P-0280,money_mule_link,A-0223>A-0345,train
cross_case_link,P-0307,P-0379,money_mule_link,A-0378>A-0466,train
identity_resolution,P-0069,P-0321,same_individual_alias,PH-0069,train
cross_case_link,P-0251,P-0301,money_mule_link,CHAIN-0080:A-0311>A-0424>A-0467>A-0370,train
cross_case_link,P-0057,P-0299,money_mule_link,A-0068>A-0368,train
identity_resolution,P-0374,P-0375,same_individual_alias,PH-0100,train
cross_case_link,CASE-004,CASE-019,money_mule_link,CHAIN-0008:A-0222>A-0210>A-0250>A-0371>A-0267,test
identity_resolution,P-0249,P-0370,same_individual_alias,PH-0249,train
cross_case_link,P-0366,P-0155,money_mule_link,A-0453>A-0193,test
cross_case_link,P-0358,P-0023,money_mule_link,A-0441>A-0028,train
cross_case_link,P-0362,P-0396,money_mule_link,A-0447>A-0486,train
cross_case_link,P-0256,P-0171,money_mule_link,CHAIN-0137:A-0319>A-0054>A-0212,test
cross_case_link,P-0052,P-0336,money_mule_link,A-0061>A-0413,train
cross_case_link,CASE-043,CASE-014,money_mule_link,CHAIN-0087:A-0072>A-0119>A-0360>A-0166,train
cross_case_link,P-0195,P-0362,money_mule_link,A-0243>A-0447,test
cross_case_link,P-0237,P-0343,money_mule_link,A-0294>A-0424,train
cross_case_link,P-0205,P-0321,money_mule_link,A-0256>A-0394,train
cross_case_link,P-0143,P-0098,money_mule_link,A-0179>A-0118,train
identity_resolution,P-0338,P-0339,same_individual_alias,PH-0071,train
cross_case_link,P-0227,P-0126,money_mule_link,CHAIN-0140:A-0282>A-0026>A-0154,test
cross_case_link,P-0125,P-0248,money_mule_link,CHAIN-0141:A-0153>A-0013>A-0386>A-0307,train
cross_case_link,P-0236,P-0188,money_mule_link,A-0293>A-0233,train
cross_case_link,P-0100,P-0003,money_mule_link,A-0121>A-0003,train
cross_case_link,P-0117,P-0354,money_mule_link,A-0141>A-0436,train
cross_case_link,P-0249,P-0373,money_mule_link,A-0308>A-0460,train
cross_case_link,P-0141,P-0332,money_mule_link,CHAIN-0120:A-0176>A-0461>A-0407,train
identity_resolution,P-0228,P-0388,same_individual_alias,PH-0228,train
identity_resolution,P-0153,P-0317,same_individual_alias,PH-0153,train
cross_case_link,P-0154,P-0021,money_mule_link,A-0192>A-0026,train
cross_case_link,P-0251,P-0014,money_mule_link,A-0311>A-0018,train
identity_resolution,P-0123,P-0325,same_individual_alias,PH-0123,train
cross_case_link,P-0267,P-0119,money_mule_link,A-0330>A-0144,train
cross_case_link,P-0394,P-0021,money_mule_link,A-0483>A-0026,train
cross_case_link,P-0351,P-0247,money_mule_link,CHAIN-0027:A-0432>A-0465>A-0012>A-0348>A-0306,train
cross_case_link,P-0079,P-0073,money_mule_link,A-0095>A-0087,test
cross_case_link,CASE-053,CASE-032,money_mule_link,CHAIN-0106:A-0310>A-0005>A-0203,train
cross_case_link,P-0206,P-0391,money_mule_link,CHAIN-0077:A-0257>A-0192>A-0026>A-0146>A-0480,train
cross_case_link,P-0370,P-0269,money_mule_link,A-0457>A-0332,train
cross_case_link,P-0262,P-0224,shared_burner_phone,PH-0262,train
cross_case_link,P-0194,P-0249,money_mule_link,A-0242>A-0308,train
cross_case_link,CASE-012,CASE-029,money_mule_link,CHAIN-0004:A-0376>A-0185>A-0463>A-0002>A-0057,test
cross_case_link,P-0314,P-0390,money_mule_link,A-0386>A-0479,train
cross_case_link,P-0179,P-0214,money_mule_link,CHAIN-0008:A-0222>A-0210>A-0250>A-0371>A-0267,train
cross_case_link,P-0337,P-0286,shared_burner_phone,PH-0337,train
cross_case_link,P-0212,P-0194,money_mule_link,A-0265>A-0242,train
cross_case_link,P-0099,P-0257,money_mule_link,CHAIN-0071:A-0119>A-0479>A-0320,train
cross_case_link,P-0170,P-0201,money_mule_link,A-0210>A-0250,test
cross_case_link,P-0115,P-0294,shared_burner_phone,PH-0115,train
cross_case_link,P-0343,P-0284,money_mule_link,A-0424>A-0349,train
cross_case_link,P-0028,P-0147,money_mule_link,CHAIN-0073:A-0033>A-0243>A-0447>A-0183,train
cross_case_link,P-0380,P-0173,money_mule_link,A-0467>A-0214,train
cross_case_link,P-0236,P-0307,money_mule_link,CHAIN-0084:A-0293>A-0233>A-0031>A-0378,train
cross_case_link,CASE-028,CASE-053,money_mule_link,CHAIN-0184:A-0308>A-0200>A-0381>A-0339,train
cross_case_link,P-0139,P-0230,shared_burner_phone,PH-0139,train
identity_resolution,P-0231,P-0365,same_individual_alias,PH-0231,train
identity_resolution,P-0086,P-0355,same_individual_alias,PH-0086,train
cross_case_link,P-0099,P-0390,money_mule_link,A-0119>A-0479,train
cross_case_link,P-0044,P-0224,shared_burner_phone,PH-0044,train
cross_case_link,P-0280,P-0096,money_mule_link,A-0345>A-0115,train
cross_case_link,P-0130,P-0099,money_mule_link,A-0159>A-0120,train
cross_case_link,P-0376,P-0100,money_mule_link,A-0463>A-0121,train
cross_case_link,P-0121,P-0354,money_mule_link,A-0147>A-0435,train
cross_case_link,CASE-034,CASE-021,money_mule_link,CHAIN-0003:A-0031>A-0405>A-0156>A-0069>A-0137,train
cross_case_link,P-0018,P-0062,money_mule_link,A-0022>A-0074,train
cross_case_link,P-0298,P-0335,money_mule_link,A-0366>A-0412,train
cross_case_link,P-0218,P-0391,money_mule_link,CHAIN-0109:A-0272>A-0354>A-0253>A-0480,train
cross_case_link,P-0012,P-0153,money_mule_link,A-0014>A-0191,train
identity_resolution,P-0311,P-0312,same_individual_alias,PH-0181,train
cross_case_link,CASE-039,CASE-006,money_mule_link,CHAIN-0131:A-0268>A-0250>A-0373>A-0121>A-0156,train
identity_resolution,P-0356,P-0358,same_individual_alias,PH-0251,test
cross_case_link,CASE-053,CASE-009,money_mule_link,CHAIN-0161:A-0339>A-0229>A-0139>A-0089,train
cross_case_link,P-0189,P-0261,money_mule_link,A-0234>A-0324,train
cross_case_link,P-0274,P-0009,money_mule_link,A-0338>A-0010,test
cross_case_link,P-0138,P-0260,money_mule_link,A-0172>A-0323,train
cross_case_link,CASE-056,CASE-025,money_mule_link,CHAIN-0175:A-0431>A-0158>A-0181>A-0476>A-0099,train
cross_case_link,P-0307,P-0042,money_mule_link,CHAIN-0026:A-0378>A-0466>A-0386>A-0049,test
cross_case_link,CASE-002,CASE-009,money_mule_link,CHAIN-0067:A-0439>A-0158>A-0432>A-0074,train
cross_case_link,P-0139,P-0143,money_mule_link,A-0173>A-0179,test
cross_case_link,P-0017,P-0252,shared_burner_phone,PH-0017,train
cross_case_link,P-0052,P-0085,money_mule_link,CHAIN-0129:A-0061>A-0430>A-0102,test
cross_case_link,P-0132,P-0340,money_mule_link,A-0163>A-0419,test
identity_resolution,P-0192,P-0331,same_individual_alias,PH-0192,train
identity_resolution,P-0303,P-0304,same_individual_alias,PH-0199,train
cross_case_link,CASE-022,CASE-003,money_mule_link,CHAIN-0138:A-0448>A-0308>A-0223>A-0214,train
cross_case_link,P-0052,P-0302,money_mule_link,A-0061>A-0372,train
cross_case_link,P-0268,P-0231,money_mule_link,A-0331>A-0288,train
cross_case_link,P-0318,P-0228,money_mule_link,A-0391>A-0285,train
cross_case_link,P-0251,P-0127,money_mule_link,A-0311>A-0155,train
cross_case_link,P-0150,P-0318,shared_burner_phone,PH-0150,train
cross_case_link,P-0271,P-0394,shared_burner_phone,PH-0271,train
cross_case_link,P-0102,P-0362,money_mule_link,A-0123>A-0447,train
cross_case_link,P-0161,P-0310,money_mule_link,A-0200>A-0381,train
identity_resolution,P-0201,P-0305,same_individual_alias,PH-0201,test
identity_resolution,P-0306,P-0307,same_individual_alias,PH-0059,train
cross_case_link,CASE-014,CASE-015,money_mule_link,CHAIN-0015:A-0075>A-0467>A-0369,test
cross_case_link,P-0003,P-0301,money_mule_link,A-0003>A-0370,train
cross_case_link,CASE-012,CASE-055,money_mule_link,CHAIN-0158:A-0395>A-0121>A-0213,train
cross_case_link,P-0374,P-0234,money_mule_link,A-0461>A-0291,train
cross_case_link,P-0107,P-0272,money_mule_link,CHAIN-0090:A-0130>A-0471>A-0335,train
cross_case_link,CASE-037,CASE-025,money_mule_link,CHAIN-0073:A-0033>A-0243>A-0447>A-0183,train
cross_case_link,P-0267,P-0265,money_mule_link,A-0330>A-0328,test
